{'title': '恒瑞医药注射用卡瑞利珠单抗主要研究终点结果达到方案预设优效标准', 'label': '1'}
{'title': '未名医药股东高宝林减持万股', 'label': '0'}
{'title': '摩登累计未决诉讼及仲裁事项涉及金额亿元', 'label': '0'}
{'title': '冠福收到诉讼案件民事裁定书', 'label': '0'}
{'title': '浩源股票存在可能被终止上市风险', 'label': '0'}
{'title': '招商港口亿股限售股份解禁', 'label': '0'}
{'title': '永东股份万股非公开发行限售股份解禁', 'label': '0'}
{'title': '华阳集团股东中山中科及中科白云拟减持不超过', 'label': '0'}
{'title': '科力尔聂葆生拟减持不超的股份', 'label': '0'}
{'title': '北京科锐股东海国东兴拟减持不超股份', 'label': '0'}
{'title': '威唐工业特定股东苏州清研拟减持不超', 'label': '0'}
{'title': '福光股份持股股东常州启隆拟减持不超', 'label': '0'}
{'title': '莱茵体育莱茵达集团及一致行动人减持期届满拟继续减持股份', 'label': '0'}
{'title': '天域生态前三季度净利亏损万元', 'label': '0'}
{'title': '聚杰微纤公司近期订单量平稳未出现大幅度增加', 'label': '0'}
{'title': '青岛中程回复关注函近期股价大幅上涨与公司前三季度的经营业绩及公司目前的基本面情况并不匹配', 'label': '0'}
{'title': '中能电气光伏发电新能源汽车充电桩设备销售及充电站运营业务未对公司收入产生重大影响', 'label': '0'}
{'title': '春秋航空月客运量同比增环比降', 'label': '0'}
{'title': '风语筑亿股限售股月日上市流通', 'label': '0'}
{'title': '海尔生物亿股限售股月日解禁', 'label': '0'}
{'title': '华森制药亿股首发限售股月日解禁', 'label': '0'}
{'title': '易成新能亿股限售股月日解禁', 'label': '0'}
{'title': '泰禾集团前三季度预亏亿元至亿元', 'label': '0'}
{'title': '万达电影预计前三季度亏损亿亿元', 'label': '0'}
{'title': '东旭光电预计前三季度净亏损亿亿元', 'label': '0'}
{'title': '康得预计前三季度亏损亿亿元', 'label': '0'}
{'title': '民和股份第三季度预计亏损亿元亿元', 'label': '0'}
{'title': '国盛金控前三季度预亏万元亿元董事赵岑不能保证公告内容真实准确完整', 'label': '0'}
{'title': '招商公路前三季度净利预降', 'label': '0'}
{'title': '交建股份约亿股首发限售股月日解禁', 'label': '0'}
{'title': '刚泰刚泰集团所持亿股被司法轮候冻结', 'label': '0'}
{'title': '隆基股份控股股东及一致行动人减持可转债', 'label': '0'}
{'title': '中科软名高管拟合计减持不超', 'label': '0'}
{'title': '宝胜股份持股股东新疆协和拟减持不超股份', 'label': '0'}
{'title': '亚星锚链股东陶媛拟减持不超过公司股份', 'label': '0'}
{'title': '常铝股份董事兼总裁朱明拟减持不超', 'label': '0'}
{'title': '万里马控股股东林大耀拟减持公司股份', 'label': '0'}
{'title': '闽发铝业黄天火拟通过大宗交易减持不超', 'label': '0'}
{'title': '厦门空港月旅客吞吐量同比降', 'label': '0'}
{'title': '远达环保业绩快报前三季度净利同比降', 'label': '0'}
{'title': '国城矿业前三季度净利下降', 'label': '0'}
{'title': '天山生物回复半年报问询函贸易牛业务未有新增订单请投资者注意相关风险', 'label': '0'}
{'title': '力帆因涉嫌信息披露违法违规证监会对控股股东及实控人立案调查', 'label': '0'}
{'title': '新余国科自查完毕股票复牌提醒投资者依法合规交易', 'label': '0'}
{'title': '国联证券副总裁杨明申请辞职', 'label': '0'}
{'title': '金辰股份万股首发限售股月日解禁', 'label': '0'}
{'title': '金逸影视约亿股首发限售股月日解禁', 'label': '0'}
{'title': '隆基股份大股东李春安拟减持公司不超股份', 'label': '0'}
{'title': '平潭发展控股股东被动减持万股', 'label': '0'}
{'title': '楚天科技财信资产拟减持不超股份', 'label': '0'}
{'title': '艾德生物股东拟合计减持不超万股', 'label': '0'}
{'title': '上海天洋实控人一致行动人李明健拟减持不超公司股份', 'label': '0'}
{'title': '君禾股份股东上海君端拟清仓减持不超股份', 'label': '0'}
{'title': '雅克科技控股股东及一致行动人拟减持不超', 'label': '0'}
{'title': '起步股份公司董事会等均未有拟提名辛有志为公司董事候选人的计划', 'label': '0'}
{'title': '国联证券国金证券终止筹划重大资产重组股票复牌', 'label': '0'}
{'title': '翔港科技亿股限售股月日解禁', 'label': '0'}
{'title': '沪硅产业万股限售股月日解禁', 'label': '0'}
{'title': '晨曦航空收创业板关注函要求核查公司股价短期内涨幅较大的原因', 'label': '0'}
{'title': '青岛中程收创业板关注函要求说明股价短期内涨幅较大与基本面情况是否匹配', 'label': '0'}
{'title': '圣邦股份终止发行股份及支付现金购买资产并募集配套资金事项并撤回申请文件此前公司拟购买钰泰半导体的股权', 'label': '0'}
{'title': '攀钢钒钛第三季度净利润预减', 'label': '0'}
{'title': '石大胜华前三季度净利润预减', 'label': '0'}
{'title': '民和股份月鸡苗销售收入同比降环比降', 'label': '0'}
{'title': '罗牛山月生猪销售收入环比下滑', 'label': '0'}
{'title': '安凯省投资集团完成减持万股拟继续减持不超股份', 'label': '0'}
{'title': '天能重工名董事高管拟合计减持不超股份', 'label': '0'}
{'title': '华中数控股东产业集团拟减持不超股份', 'label': '0'}
{'title': '东方铁塔股东产业振兴基金拟减持不超股份', 'label': '0'}
{'title': '汇顶科技大基金累计减持股份完成减持计划', 'label': '0'}
{'title': '蓝英装备控股股东蓝英自控及其一致行动人拟合计减持不超过股份', 'label': '0'}
{'title': '金太阳董事杨伟拟减持不超股份', 'label': '0'}
{'title': '东华测试控股股东及一致行动人与部分董事拟合计减持不超', 'label': '0'}
{'title': '信维通信前三季度净利润预减', 'label': '0'}
{'title': '浙江永强下修业绩预期前三季度净利润预增', 'label': '0'}
{'title': '新余国科股价涨幅异常日起停牌核查', 'label': '0'}
{'title': '青岛中程股价近期涨幅异常公司光伏项目并网发电时间存在一定不确定性', 'label': '0'}
{'title': '天目湖控股股东孟广才拟减持不超过', 'label': '0'}
{'title': '安正时尚副董事长陈克川计划减持不超股份', 'label': '0'}
{'title': '光库科技前三季度净利润同比减少', 'label': '0'}
{'title': '泰禾集团泰禾将无法按期兑付本息', 'label': '0'}
{'title': '蓝色光标预计前三季度盈利亿亿元同比变动为', 'label': '0'}
{'title': '皖通科技由于子公司赛英科技公章未能管控赛英科技可能失去控制', 'label': '0'}
{'title': '立华股份减持计划期限届满股东艾伯艾桂拟继续减持不超过股份', 'label': '0'}
{'title': '江龙船艇董事赵盛华副总经理贺文军拟合计减持不超股份', 'label': '0'}
{'title': '兆驰股份减持计划期限届满股东东方明珠拟继续减持不超过股份', 'label': '0'}
{'title': '晨曦航空控股股东及其一致行动人拟减持不超总股本', 'label': '0'}
{'title': '震安科技廖云昆等多名董监高拟合计减持不超过股份', 'label': '0'}
{'title': '艾华集团控股股东的一致行动人拟合计减持不超股份', 'label': '0'}
{'title': '热景生物四股东拟减持不超总股本的', 'label': '0'}
{'title': '交控科技股东唐涛拟减持不超过股份', 'label': '0'}
{'title': '燕京啤酒董事长涉嫌职务违法被调查', 'label': '0'}
{'title': '亚太药业控股股东等所持万股将被司法拍卖实控人或变更', 'label': '0'}
{'title': '环球印务香港原石拟减持公司不超股份', 'label': '0'}
{'title': '生意宝网盛投资拟减持公司不超股份', 'label': '0'}
{'title': '天目湖两位高管拟分别减持不超股份', 'label': '0'}
{'title': '安信中国银行提供的借款本金中亿元已逾期', 'label': '0'}
{'title': '天山生物长方集团公司提醒投资者依法合规交易', 'label': '0'}
{'title': '广州浪奇已将一名涉案人员移送公安机关', 'label': '0'}
{'title': '舍得间接控股股东所持公司控股股东股权遭司法冻结', 'label': '0'}
{'title': '江山欧派不存在对单一客户依赖的情况', 'label': '0'}
{'title': '湖北广电下修业绩预告前三季度预亏万万元', 'label': '0'}
{'title': '秦安股份公司期货投资累计盈利下修万元', 'label': '0'}
{'title': '拉夏终止回购公司股份实际回购未达到方案金额下限', 'label': '0'}
{'title': '东方材料万股限售股月日解禁', 'label': '0'}
{'title': '九典制药约亿股限售股月日解禁', 'label': '0'}
{'title': '岱勒新材控股股东及实控人拟合计减持不超股份', 'label': '0'}
{'title': '奥普光电控股股东拟减持不超股份', 'label': '0'}
{'title': '中科软股东拟减持不超股份', 'label': '0'}
{'title': '奇信股份终止定增事项并撤回申请文件', 'label': '0'}
{'title': '未名医药股东高宝林拟减持总股本的', 'label': '0'}
{'title': '惠城环保股东道博嘉美拟减持不超', 'label': '0'}
{'title': '惠博普股东白明垠拟减持不超股份', 'label': '0'}
{'title': '昊华能源京西矿区所属四个煤矿全部关停', 'label': '0'}
{'title': '苏垦农发拟向法院申请苏垦园艺破产清算', 'label': '0'}
{'title': '横店影视亿股限售股月日上市流通', 'label': '0'}
{'title': '秦安股份已将前期建仓的期货投资合约全部平仓将退出投资性期货交易', 'label': '0'}
{'title': '江丰电子终止重组事项', 'label': '0'}
{'title': '铜峰电子控股股东所持公司全部股份将被拍卖可能会导致公司控股股东及实控人发生变化', 'label': '0'}
{'title': '纵横通信控股股东之一致行动人减持股份', 'label': '0'}
{'title': '美利云持股以上股东赛伯乐及其一致行动人拟减持不超股份', 'label': '0'}
{'title': '天目湖万股限售股将解禁', 'label': '0'}
{'title': '恒银科技万股限售股将解禁', 'label': '0'}
{'title': '傲农生物亿股限售股月日解禁', 'label': '0'}
{'title': '津膜科技拟向法院申请对山泉津膜启动破产清算程序', 'label': '0'}
{'title': '海澜之家公司及子公司未在南京设立半导体设备新公司', 'label': '0'}
{'title': '起步股份向辛选投资和张晓双转让股权事项预计对公司短期业绩不产生任何影响', 'label': '0'}
{'title': '嘉友国际控股股东减持嘉友转债', 'label': '0'}
{'title': '塞力斯控股股东减持塞力转债', 'label': '0'}
{'title': '深圳新星岩代投资减持新星转债', 'label': '0'}
{'title': '海伦哲持股股东拟减持总股本的', 'label': '0'}
{'title': '世龙实业大股东拟减持不超股份', 'label': '0'}
{'title': '岳阳兴长第三大股东兴长集团拟减持不超', 'label': '0'}
{'title': '睿创微纳持股的股东石筠拟减持不超过', 'label': '0'}
{'title': '德力股份万股限售股将解禁', 'label': '0'}
{'title': '英派斯万股限售股将解禁', 'label': '0'}
{'title': '华通热力万股首发限售股月日解禁', 'label': '0'}
{'title': '益生股份月鸡苗销售收入同比减少', 'label': '0'}
{'title': '中远海特月运量降至万吨', 'label': '0'}
{'title': '荃银高科大北农减持完毕累计减持万股', 'label': '0'}
{'title': '快意电梯实控人及一致行动人拟减持不超股份', 'label': '0'}
{'title': '天海防务法院裁定批准公司的重整计划', 'label': '0'}
{'title': '天山生物收到民事起诉状受理案件通知书请求判令天山生物在万元范围内对被告一应履行的诉讼请求中所确定的债务承担连带清偿责任', 'label': '0'}
{'title': '泰禾集团控股股东及其一致行动人股份被轮候冻结', 'label': '0'}
{'title': '蓝科高新中国能源所持亿股被司法轮候冻结', 'label': '0'}
{'title': '沪光股份不存在影响公司股票交易价格异常波动的重大事宜', 'label': '0'}
{'title': '藏格控股股东及实际控制人因涉嫌信息披露违法违规被立案调查', 'label': '0'}
{'title': '雅本化学因信息披露违法公司收到证监会处罚决定书', 'label': '0'}
{'title': '大北农月生猪销售收入亿元环比减少', 'label': '0'}
{'title': '普利制药特定股东综合制药拟减持不超总股本的股份', 'label': '0'}
{'title': '紫光股份控股股东的一致行动人拟减持不超总股本', 'label': '0'}
{'title': '桂东电力重组事项近日上会当天停牌', 'label': '0'}
{'title': '人福医药重组事项月日上会股票停牌', 'label': '0'}
{'title': '世纪星源控股股东及一致行动人所持股份被司法强制划转', 'label': '0'}
{'title': '新宏泽控股股东亿泽控股拟减持不超过公司股份', 'label': '0'}
{'title': '湖南海利以上股东湘江投资拟减持不超股份', 'label': '0'}
{'title': '亚光科技控股股东在内的多名股东拟合计减持不超过股份', 'label': '0'}
{'title': '广信股份三名董事拟合计减持不超万股', 'label': '0'}
{'title': '天海防务因控股股东股票质押违约拟被动减持不超', 'label': '0'}
{'title': '卓翼科技公司因财务核算不规范信披不准确等收到深圳证监局行政监管措施决定书', 'label': '0'}
{'title': '椰岛澄清财务造假相关报道为不实报道公司已向公安机关报案', 'label': '0'}
{'title': '北汽蓝谷子公司月销量万辆同比降', 'label': '0'}
{'title': '天山生物经公司申请公司股票自年月日开市起停牌自披露核查公告后复牌公司提醒广大投资者注意二级市场交易风险', 'label': '0'}
{'title': '豫金刚石长方集团股价近期涨幅严重异常停牌核查', 'label': '0'}
{'title': '云赛智联万股限售股将解禁', 'label': '0'}
{'title': '畅联股份约万股限售股月日解禁', 'label': '0'}
{'title': '湘佳股份月活禽销售收入环比减少', 'label': '0'}
{'title': '上海物贸澄清百联集团借壳上市传闻未参与或筹划相关事项', 'label': '0'}
{'title': '中曼石油澄清收购岸边区块的风险可以预估和控制不确定性相对较小', 'label': '0'}
{'title': '未名医药澄清声明不存在报道所称未名集团的控制权已被划归国有事宜', 'label': '0'}
{'title': '通富微电国家大基金已减持万股', 'label': '0'}
{'title': '誉衡药业股东拟减持不超过公司股份', 'label': '0'}
{'title': '展鹏科技股东拟大宗交易减持不超股份', 'label': '0'}
{'title': '向日葵股东吴建龙计划减持不超股份', 'label': '0'}
{'title': '新经典股东拟减持不超股份', 'label': '0'}
{'title': '经纬辉开股东丰瑞嘉华与湖南天易分别拟减持不超过公司股份', 'label': '0'}
{'title': '广东骏亚股东陈兴农及其一致行动人拟减持不超股份', 'label': '0'}
{'title': '北斗星通控股股东减持期满累计减持万股', 'label': '0'}
{'title': '平潭发展控股股东预计被动减持万股', 'label': '0'}
{'title': '中天收到吉林证监局行政处罚及市场禁入事先告知书', 'label': '0'}
{'title': '比亚迪月新能源汽车销量同比减少', 'label': '0'}
{'title': '民和股份商品代鸡苗月份销售金额同比下降', 'label': '0'}
{'title': '正虹科技月生猪销售收入环比降同比降', 'label': '0'}
{'title': '红太阳控股股东南一农集团及实控人杨寿海合计亿股新增轮候冻结', 'label': '0'}
{'title': '梅轮电梯亿股限售股月日解禁', 'label': '0'}
{'title': '意华股份约亿股限售股月日解禁', 'label': '0'}
{'title': '正邦科技万股限制性股票月日解禁', 'label': '0'}
{'title': '泰禾集团证监会终止审查公司定增申请', 'label': '0'}
{'title': '富邦股份多股东拟合计减持不超过股份', 'label': '0'}
{'title': '澳洋顺昌澳洋集团有限公司拟减持不超总股本', 'label': '0'}
{'title': '元力股份持股以上股东袁永刚拟减持不超公司股份', 'label': '0'}
{'title': '宝馨科技股权转让事宜被终止', 'label': '0'}
{'title': '五连板康美表决权让渡不构成任何意义上的股份转让易林投资不对公司生产经营情况及资产负债情况进行承诺或担保', 'label': '0'}
{'title': '乐视退公司涉嫌欺诈发行案证监会决定对公司责处以募集资金百分之五即亿元罚款', 'label': '0'}
{'title': '天龙光电公司自年月以来持续停工停产原有单晶炉及多晶炉产品生产经营严重困难公司管理层预计在三个月内不能恢复正常持续经营能力存在重大不确定性股票被实施其他风险警示', 'label': '0'}
{'title': '乐凯新材公司股票将被实施其他风险警示', 'label': '0'}
{'title': '中电电机股东王建凯拟减持不超过总股本', 'label': '0'}
{'title': '运达股份股东中节能投资拟减持不超过股份', 'label': '0'}
{'title': '顺发恒业持股股东航民集团拟减持不超', 'label': '0'}
{'title': '拓维信息实控人拟减持不超股权', 'label': '0'}
{'title': '六天三板天海防务两高管拟减持不超万股', 'label': '0'}
{'title': '黄河旋风大股东陈俊被动减持万股', 'label': '0'}
{'title': '沪光股份提示风险新能源汽车高压线束营收占比较小', 'label': '0'}
{'title': '蓝盾股份公司目前暂未与华为达成正式合作', 'label': '0'}
{'title': '新希望邓成辞去所担任的本公司董事总裁职务', 'label': '0'}
{'title': '未名医药控股股东未名集团所持公司股份被法院轮候冻结', 'label': '0'}
{'title': '吉鑫科技控股股东及关联方非经营性资金占用公司资金亿元', 'label': '0'}
{'title': '明阳智能股东靖安洪大拟减持不超过总股本', 'label': '0'}
{'title': '瀚川智能华成智讯拟减持不超过总股本', 'label': '0'}
{'title': '海立股份终止公开发行可转债事项', 'label': '0'}
{'title': '新亿收到二次监管工作函要求公司充分提示公司股票因此存在的暂停上市风险和终止上市风险', 'label': '0'}
{'title': '天山生物股价近期涨幅较大公司基本面未发生重大变化目前公司股价缺乏业绩支撑', 'label': '0'}
{'title': '舍得酒业若天洋控股及其关联方不能按时归还非经营性占用的资金及利息公司股票可能存在被实施其他风险警示的风险', 'label': '0'}
{'title': '游族网络对三体游戏的开发仍在立项阶段', 'label': '0'}
{'title': '双林股份收到关注函要求核查公司股价短期内涨幅较大的原因并说明是否存在未公开重大信息市场传闻热点概念等', 'label': '0'}
{'title': '养元饮品澄清媒体报道公司经销的产品为红牛安奈吉饮料系列产品不涉及其他两款红牛产品红牛安奈吉饮料所占市场份额较小预计对公司年度经营业绩不会产生重大实质性影响', 'label': '0'}
{'title': '乐凯新材尚未收到国铁集团下属企业上海铁印恢复热敏磁票采购的通知也未收到任何热敏磁票订单', 'label': '0'}
{'title': '通合科技拟启动再融资计划再融资的方式发行方案等尚未确定', 'label': '0'}
{'title': '大连圣亚丁霞对有关董事会秘书的解聘理由坚决反对丁霞表示不存在董事会决议公告所称怠于履行董秘职责违反董秘保密义务擅自泄露公司资料和信息等的任一情形', 'label': '0'}
{'title': '惠而浦尚未收到格兰仕正式发布的要约收购报告书本次要约收购事项尚未生效', 'label': '0'}
{'title': '西藏矿业国家市场监督管理总局决定对中国宝武集团收购西藏自治区矿业发展总公司股权案不实施进一步审查', 'label': '0'}
{'title': '长江健康杨树恒康中山松德合计拟减持不超过总股本', 'label': '0'}
{'title': '联合光电持股的股东南海成长计划清仓减持', 'label': '0'}
{'title': '莱克电气立达投资拟减持不超过总股本', 'label': '0'}
{'title': '至纯科技平湖合波等名股东合计拟减持不超过总股本', 'label': '0'}
{'title': '高新兴控股股东实际控制人刘双广拟减持不超过总股本', 'label': '0'}
{'title': '铜峰电子法院已裁定受理间接控股股东申请人铁牛集团的重整申请', 'label': '0'}
{'title': '卓郎智能约亿股限售股月日解禁', 'label': '0'}
{'title': '建研院约万股限售股月日解禁', 'label': '0'}
{'title': '众泰控股股东铁牛集团被法院裁定受理破产重整', 'label': '0'}
{'title': '舍得酒业证监会决定对控股股东实际控制人立案调查', 'label': '0'}
{'title': '天山生物自查工作已完成股票复牌', 'label': '0'}
{'title': '汇纳科技持股的股东九天控股计划清仓减持', 'label': '0'}
{'title': '科技大股东李东生委托的交易服务人员误操作公司万股', 'label': '0'}
{'title': '值得买拟终止申请政府引导基金', 'label': '0'}
{'title': '九牧王顺茂投资通过大宗交易向其一致行动人陈忠利减持万股', 'label': '0'}
{'title': '长电科技国家集成电路产业投资基金拟减持不超总股本的', 'label': '0'}
{'title': '常山北明持股以上大股东北明控股及一致行动人累计减持股份', 'label': '0'}
{'title': '山西汾酒控股股东大宗交易减持股份', 'label': '0'}
{'title': '小熊电器三股东拟合计减持不超总股本', 'label': '0'}
{'title': '中嘉博创股东深圳通泰达投资中心拟减持不超过', 'label': '0'}
{'title': '史丹利控股股东拟合计减持股份', 'label': '0'}
{'title': '寒锐钴业梁氏父子及江苏拓邦拟合计减持不超万股', 'label': '0'}
{'title': '杭氧股份中国华融拟减持不超过', 'label': '0'}
{'title': '易见股份股东九天控股计划减持不超股份', 'label': '0'}
{'title': '寒锐钴业控股股东拟合计减持不超股份', 'label': '0'}
{'title': '湘油泵董事袁春华违规减持获利余万元月以来公司股价涨幅超过', 'label': '0'}
{'title': '宝钛股份终止公司年非公开发行股股票事项', 'label': '0'}
{'title': '蓝丰控股股东及相关方解除控制权转让系列协议事项正寻找新的重组方', 'label': '0'}
{'title': '中原证券上半年业绩下滑近成去年踩雷亿', 'label': '0'}
{'title': '星期六上半年净亏损亿元去年同期盈利万元', 'label': '0'}
{'title': '硕贝德上半年净利润万元同比下降', 'label': '0'}
{'title': '浦发银行亿股限售股将于月日上市流通', 'label': '0'}
{'title': '力帆控股股东及参股公司被法院裁定实质合并重整', 'label': '0'}
{'title': '天翔环境公司及子公司金融机构借款累计将逾期约亿元', 'label': '0'}
{'title': '上海银行胡友联因组织工作调动辞去行长职务', 'label': '0'}
{'title': '国泰君安副总裁朱健辞职', 'label': '0'}
{'title': '三盛教育王文清及其一致行动人累计减持股份', 'label': '0'}
{'title': '永悦科技控股股东一致行动人及多名董监高拟合计减持不超', 'label': '0'}
{'title': '淳中科技董监高及股东拟合计减持不超股份', 'label': '0'}
{'title': '航天工程航天投资大宗交易减持股份', 'label': '0'}
{'title': '保隆科技高管文剑峰拟减持不超万股', 'label': '0'}
{'title': '旭升股份实控人徐旭东累计减持股份', 'label': '0'}
{'title': '普利制药金赛普拟减持不超过总股本', 'label': '0'}
{'title': '汇金股份控股股东邯郸建投拟减持不超过总股本', 'label': '0'}
{'title': '引力传媒控股股东减持完毕累计减持股份', 'label': '0'}
{'title': '中公高科名股东及董事高管拟合计减持不超过', 'label': '0'}
{'title': '雪人股份证监会终止审查公司定增申请', 'label': '0'}
{'title': '工商银行上半年归母净利润亿元同比降', 'label': '0'}
{'title': '建设银行上半年净利润亿元同比降', 'label': '0'}
{'title': '农业银行上半年净利润亿元同比下降', 'label': '0'}
{'title': '中国银行上半年净利亿元同比下降', 'label': '0'}
{'title': '邮储银行上半年净利亿元同比降', 'label': '0'}
{'title': '中国石化上半年净亏损亿元营收下降', 'label': '0'}
{'title': '华夏银行上半年净利亿元同比降', 'label': '0'}
{'title': '美的集团上半年净利润亿元同比降', 'label': '0'}
{'title': '长江电力上半年净利亿元同比降', 'label': '0'}
{'title': '格力电器上半年净利亿元同比降', 'label': '0'}
{'title': '徐工机械上半年净利亿元同比降', 'label': '0'}
{'title': '中国通号上半年净利亿元同比降', 'label': '0'}
{'title': '周大生上半年净利亿元同比减少', 'label': '0'}
{'title': '索菲亚上半年净利亿元同比下降', 'label': '0'}
{'title': '三棵树上半年净利亿元同比降', 'label': '0'}
{'title': '帝欧家居实控人等拟合计减持不超过股份', 'label': '0'}
{'title': '银轮股份股东银轮实业拟减持不超过股份', 'label': '0'}
{'title': '泽璟制药上半年净亏损亿元为股首家未盈利公司半年报去年同期净亏损亿元', 'label': '0'}
{'title': '海印股份实际控制人之一邵建聪及其一致行动人合计拟减持不超过总股本', 'label': '0'}
{'title': '赛微电子减持计划实施完毕北京集成电路基金合计减持公司股份', 'label': '0'}
{'title': '虹软科技就与展讯通信上海有限公司之间的计算机软件著作权许可使用合同纠纷向法院提起诉讼涉案的金额合计万元及相应的诉讼费用', 'label': '0'}
{'title': '退市大化退市整理期已交易个交易日剩余个交易日', 'label': '0'}
{'title': '退市银鸽退市整理期交易个交易日剩余个交易日', 'label': '0'}
{'title': '莱茵体育蒋蔚炜曾赴辽何恩东辞去董事等职务', 'label': '0'}
{'title': '天泽信息向民生银行南京分行申请的亿元并购贷款中仍有万元处于逾期状态', 'label': '0'}
{'title': '梦网集团择机处置认购的高澜股份可转债及所持高澜股份万股股份', 'label': '0'}
{'title': '退市美都涉嫌信披违法违规实控人遭证监会立案调查', 'label': '0'}
{'title': '世龙实业终止筹划控制权变更事项月日起复牌', 'label': '0'}
{'title': '上交所就中微公司股东大宗交易减持股份事项下发监管工作函', 'label': '0'}
{'title': '新疆火炬九鼎投资拟减持公司不超股份', 'label': '0'}
{'title': '南洋股份郑钟南拟减持不超过总股本', 'label': '0'}
{'title': '利尔化学股东中通投资拟减持不超股份', 'label': '0'}
{'title': '威派格股东拟减持公司不超股份', 'label': '0'}
{'title': '日盈电子控股股东拟减持不超股份', 'label': '0'}
{'title': '晶方科技股东拟减持公司不超股份', 'label': '0'}
{'title': '南方航空月份客运运力投入同比下降', 'label': '0'}
{'title': '冀东水泥上半年净利润亿元同比下降', 'label': '0'}
{'title': '微芯生物萍乡永智等股东拟减持不超过总股本', 'label': '0'}
{'title': '焦作万方金投锦众拟减持不超过总股本', 'label': '0'}
{'title': '第一创业媒体关于公司与首创证券合并报道不实', 'label': '0'}
{'title': '金发科技回复监管函亿美元口罩订单买方表示基于其实际业务的特殊性及商业保密保护的需要无法提供具体的主要业务及营业财务资料给公司公司在确认合同订单实际已经终止后及时发布了相关公告不存在信息披露不及时的情况', 'label': '0'}
{'title': '欣锐科技车载充电机产品出现质量问题截至目前预计导致上半年净利润减少万元', 'label': '0'}
{'title': '新洋丰上半年净利润亿元同比减少', 'label': '0'}
{'title': '百川能源上半年净利润亿元同比减少', 'label': '0'}
{'title': '三孚股份上半年净利同比下滑近', 'label': '0'}
{'title': '北汽蓝谷子公司月销量万辆同比下降', 'label': '0'}
{'title': '西藏珠峰持股股东西藏信托拟清仓式减持', 'label': '0'}
{'title': '塞力斯控股股东天津瑞美拟减持不超过总股本', 'label': '0'}
{'title': '中微公司四股东拟合计减持不超过总股本', 'label': '0'}
{'title': '富春股份实控人及其一致行动人拟合计减持不超过总股本', 'label': '0'}
{'title': '中简科技常州三毛纺织集团有限公司拟减持不超过总股本', 'label': '0'}
{'title': '旗天科技股东上海铮翔拟减持不超过总股本', 'label': '0'}
{'title': '安图生物持股股东拟减持不超过总股本', 'label': '0'}
{'title': '航天机电公司未从事军品业务也不涉及军品业务收入', 'label': '0'}
{'title': '中超控股实控人拟被移出失信被执行人名单', 'label': '0'}
{'title': '皖通科技原董事长周发展涉嫌职务侵占一案被合肥市公安局高新分局立案', 'label': '0'}
{'title': '工业富联上半年净利亿元同比降', 'label': '0'}
{'title': '银禧科技终止定增事项', 'label': '0'}
{'title': '秦安股份股东拟减持不超股份', 'label': '0'}
{'title': '恒润股份股东拟减持不超股份', 'label': '0'}
{'title': '蓝海华腾实控人等拟合计减持不超股份', 'label': '0'}
{'title': '维信诺持股股东拟减持不超股份', 'label': '0'}
{'title': '汉宇集团持股股东拟减持不超股份', 'label': '0'}
{'title': '南京熊猫持股股东中国华融拟减持不超股份', 'label': '0'}
{'title': '红墙股份控股股东实控人刘连军拟减持不超万股', 'label': '0'}
{'title': '新通联实控人曹文洁的一致行动人曹立峰拟减持股份', 'label': '0'}
{'title': '西水股份天安财险持有的笔新时代信托产品到期且未收到本金及投资收益', 'label': '0'}
{'title': '天宝退公司股票月日终止上市并摘牌', 'label': '0'}
{'title': '汉宇集团实控人拟减持不超股份', 'label': '0'}
{'title': '中简科技持股以上股东共青城新涌泉投资合伙企业有限合伙及其一致行动人朱戎拟减持不超股份', 'label': '0'}
{'title': '赛意信息员工股权激励持股平台拟合计减持不超股份', 'label': '0'}
{'title': '贝因美控股股东贝因美集团拟减持不超股份', 'label': '0'}
{'title': '中航高科持股股东南通产控拟减持不超股份', 'label': '0'}
{'title': '环旭电子月合并营收亿元同比减', 'label': '0'}
{'title': '圣农发展月销售收入环比降同比降', 'label': '0'}
{'title': '全新好原实控人练卫飞因违法被证监会警告并罚款万元', 'label': '0'}
{'title': '渤海轮渡公司尚未开展陆地免税业务相关事项未申请陆地免税业务相关资质', 'label': '0'}
{'title': '新城控股前月销售金额约亿元同比下降', 'label': '0'}
{'title': '安凯月客车销量同比降', 'label': '0'}
{'title': '正虹科技月生猪销售收入同比降', 'label': '0'}
{'title': '上汽集团月销量同比下降', 'label': '0'}
{'title': '比亚迪月销售新能源汽车万辆同比降', 'label': '0'}
{'title': '厦门国贸终止设立紧急救援保险公司项目', 'label': '0'}
{'title': '康龙化成君联闻达及君联茂林拟合计减持不超股份', 'label': '0'}
{'title': '心脉医疗三股东拟合计减持不超股份', 'label': '0'}
{'title': '畅联股份畅连投资拟减持不超股份', 'label': '0'}
{'title': '广安爱众持股股东天弘旗实业拟减持不超股份', 'label': '0'}
{'title': '世龙实业持股股东龙强投资拟减持不超股份', 'label': '0'}
{'title': '王府井股东京国瑞基金减持股份', 'label': '0'}
{'title': '昭衍新药董事顾晓磊及其一致行动人顾美芳拟不超股份', 'label': '0'}
{'title': '海正药业控股子公司云生公司申请破产重整', 'label': '0'}
{'title': '深圳能源天然气发电上网电价调整预计减少今年营收万元', 'label': '0'}
{'title': '华鲁恒升部分生产装置月日起停车检修', 'label': '0'}
{'title': '退市大化继续停产天', 'label': '0'}
